,product_title,product_main_image_url,app_sale_price,product_detail_url,product_id,evaluate_rate,original_price,manufacturer,prod_overview,price_range,RAM,ROM,total_des
213,"I KALL K260 Smartphone (5.5 Inch, 2GB, 16GB, 4G Volte) (Purple)",https://m.media-amazon.com/images/I/41Jf0AaGm5L._AC_UY218_.jpg,4499,https://www.amazon.in/dp/B09BQYSCRL,B09BQYSCRL,2.6/5,"₹6,999",I,"8MP Rear Camera | 5MP Front Camera | Made in India13.84 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution2GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim (4G+2G) | 4G VolteAndroid 6.0 marshmallow with 1.3 Ghz Quad Core",1k-10k,2.0,16,"2.6/5 1k-10k I 8MP Rear Camera | 5MP Front Camera | Made in India13.84 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution2GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim (4G+2G) | 4G VolteAndroid 6.0 marshmallow with 1.3 Ghz Quad Core"
214,"iQOO Z3 5G (Ace Black, 6GB RAM, 128GB Storage) | India's First SD 768G 5G Processor | 55W FlashCharge | Upto 9 Months No Cost EMI | 6 Months Free Screen Replacement",https://m.media-amazon.com/images/I/61uIgwiP90S._AC_UY218_.jpg,17990,https://www.amazon.in/dp/B07WHR5RKH,B07WHR5RKH,4.3/5,"₹22,990",iQOO,"Qualcomm Snapdragon 768G 5G processor, 7nm chip and octa-core processor.55W FlashCharge can charge the 4400mAh battery up to 50% in just 19 minutes* and a full charge in just 50 minutes*64MP AF Main Camera with f/1.79 Aperture supported by GW3 sensor loaded with professional features like 4K videos @ 60FPS, EFB Autofocus Tracking and more. The device also comes with a 16MP Front Camera120Hz Refresh Rate | 180Hz Touch Sampling RateFive-layer liquid cooling system can reduce the core temperature by 10 degrees2 Years of Software Updates and 3 Years of Android Security Patches.",10k-20k,6.0,128,"4.3/5 10k-20k iQOO Qualcomm Snapdragon 768G 5G processor, 7nm chip and octa-core processor.55W FlashCharge can charge the 4400mAh battery up to 50% in just 19 minutes* and a full charge in just 50 minutes*64MP AF Main Camera with f/1.79 Aperture supported by GW3 sensor loaded with professional features like 4K videos @ 60FPS, EFB Autofocus Tracking and more. The device also comes with a 16MP Front Camera120Hz Refresh Rate | 180Hz Touch Sampling RateFive-layer liquid cooling system can reduce the core temperature by 10 degrees2 Years of Software Updates and 3 Years of Android Security Patches."
215,Motorola Moto X 16GB White GSM Unlocked Smartphone,https://m.media-amazon.com/images/I/91f+NfqVPjL._AC_UY218_.jpg,5890,https://www.amazon.in/dp/B00EKXFRFG,B00EKXFRFG,3.4/5,"₹25,999",Motorola,"Never Miss a Shot The Moto X allows you to go from pocket to picture in just a few seconds, so you'll never miss a shot again. Whether your Moto X is in your pocket or already in use, just twist your wrist twice and it's ready to shoot. And because you can touch anywhere on the screen, it only takes one hand -- and just a few seconds -- to capture a perfect shot. The embedded Clear Pixel technology collects more light and snaps pictures up to twice as fast as other phone's cameras, so you can capture the darkest scenes or stop motion blur in bright light.Touchless Control The Moto X responds to your voice, without you having to touch it. You just have to say: ""OK Google Now"" and give it a command. You can check messages, set an alarm, get directions, find out the weather, or do just about anything. With just a little training in a quiet room, your Moto X learns to recognize your voice. Then it knows you, even when everyone's talking at once. And thanks to the super low-power natural language processor, your Moto X is always ready with a quick response.Active Display Even when it seems to be sleeping, your Moto X is paying attention. Instead of a blinking light that doesn't actually tell you anything, information quietly appears on the screen. You don't have to wake your phone to look at the time or see your messages. But the active display is also smart enough to know when it's in your pocket or when it's placed face down so it won't deliver notifications, saving on battery power. As soon as you take it out of your pocket or turn it over, it discretely pulses with the time and any notifications you've received. When you need a little more info, just touch the notification icon and details will appear on the top and bottom of the screen. Drag the icon up and the app associated with the notification will open. Drag the icon left or right to make them all go away.Smart Extras Motorola Migrate: Wirelessly your old phone's stuff -- photos, videos, SIM contacts and even your call and text history -- from any Android phone in just a few steps. Motorola Assist: Recognizes when you shouldn't be bothered, like when you're sleeping or driving. You can set actions and exceptions so that they work exactly how you want them to. Motorola Connect: Read and reply to texts, and see who's calling your Moto X directly from your computer's Chrome browser. All without ever having to reach for your phone. Google Drive: Moto X owners get an extra 50 GB of Google Drive storage (on top of the standard 15 GB) free for two years to safely keep and share photos, documents and other files (for a total of 65 GB).",1k-10k,0.0,16,"3.4/5 1k-10k Motorola Never Miss a Shot The Moto X allows you to go from pocket to picture in just a few seconds, so you'll never miss a shot again. Whether your Moto X is in your pocket or already in use, just twist your wrist twice and it's ready to shoot. And because you can touch anywhere on the screen, it only takes one hand -- and just a few seconds -- to capture a perfect shot. The embedded Clear Pixel technology collects more light and snaps pictures up to twice as fast as other phone's cameras, so you can capture the darkest scenes or stop motion blur in bright light.Touchless Control The Moto X responds to your voice, without you having to touch it. You just have to say: ""OK Google Now"" and give it a command. You can check messages, set an alarm, get directions, find out the weather, or do just about anything. With just a little training in a quiet room, your Moto X learns to recognize your voice. Then it knows you, even when everyone's talking at once. And thanks to the super low-power natural language processor, your Moto X is always ready with a quick response.Active Display Even when it seems to be sleeping, your Moto X is paying attention. Instead of a blinking light that doesn't actually tell you anything, information quietly appears on the screen. You don't have to wake your phone to look at the time or see your messages. But the active display is also smart enough to know when it's in your pocket or when it's placed face down so it won't deliver notifications, saving on battery power. As soon as you take it out of your pocket or turn it over, it discretely pulses with the time and any notifications you've received. When you need a little more info, just touch the notification icon and details will appear on the top and bottom of the screen. Drag the icon up and the app associated with the notification will open. Drag the icon left or right to make them all go away.Smart Extras Motorola Migrate: Wirelessly your old phone's stuff -- photos, videos, SIM contacts and even your call and text history -- from any Android phone in just a few steps. Motorola Assist: Recognizes when you shouldn't be bothered, like when you're sleeping or driving. You can set actions and exceptions so that they work exactly how you want them to. Motorola Connect: Read and reply to texts, and see who's calling your Moto X directly from your computer's Chrome browser. All without ever having to reach for your phone. Google Drive: Moto X owners get an extra 50 GB of Google Drive storage (on top of the standard 15 GB) free for two years to safely keep and share photos, documents and other files (for a total of 65 GB)."
216,"Samsung Galaxy F62 (Laser Green, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/61+8JJ2xxwL._AC_UY218_.jpg,20888,https://www.amazon.in/dp/B0915T147X,B0915T147X,3.9/5,"₹29,999",Samsung,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera7000 mAh Lithium-ion BatteryExynos 9825 Processor,20k-30k,6.0,128,3.9/5 20k-30k Samsung 6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera7000 mAh Lithium-ion BatteryExynos 9825 Processor
217,Redmi Note 10 Lite Champagne Gold 4GB RAM 128GB ROM | Alexa Built-in,https://m.media-amazon.com/images/I/71XBWeQvxdL._AC_UY218_.jpg,14999,https://www.amazon.in/dp/B09H5QM1XV,B09H5QM1XV,4.2/5,"₹17,999",Redmi,"2.3GHz Qualcomm Snapdragon 720G with 8nm octa core processor,48MP rear camera with 8MP ultra-wide, 2MP super macro, 2MP portrait camera. Night mode, 960fps slowmotion, AI scene recognition, pro color, HDR, pro mode. 16MP front facing camera16.94 centimeters (6.67-inch) FHD+ full screen dot display LCD multi-touch capacitive touchscreen with 2400 x 1080 pixels resolution5020mAh lithium-polymer large battery providing talk-time of 29 hours and standby time of 556 hours | 18W fast charger in-boxMemory, Storage & SIM: 4GB RAM | 128GB storage | Dual SIM (nano+nano) + Dedicated SD card slotAlexa Hands-Free capable: Download the Alexa app on to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, using just your voice, while on-the-go. Just ask and Alexa will respond instantly.",10k-20k,4.0,128,"4.2/5 10k-20k Redmi 2.3GHz Qualcomm Snapdragon 720G with 8nm octa core processor,48MP rear camera with 8MP ultra-wide, 2MP super macro, 2MP portrait camera. Night mode, 960fps slowmotion, AI scene recognition, pro color, HDR, pro mode. 16MP front facing camera16.94 centimeters (6.67-inch) FHD+ full screen dot display LCD multi-touch capacitive touchscreen with 2400 x 1080 pixels resolution5020mAh lithium-polymer large battery providing talk-time of 29 hours and standby time of 556 hours | 18W fast charger in-boxMemory, Storage & SIM: 4GB RAM | 128GB storage | Dual SIM (nano+nano) + Dedicated SD card slotAlexa Hands-Free capable: Download the Alexa app on to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, using just your voice, while on-the-go. Just ask and Alexa will respond instantly."
218,"realme C21Y (Cross Blue, 4GB RAM, 64GB Storage), Medium",https://m.media-amazon.com/images/I/41sY1XXz-NL._AC_UY218_.jpg,,https://www.amazon.in/dp/B09DY6NWPK,B09DY6NWPK,2.9/5,,realme,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh BatteryUnisoc T610 Processor,,4.0,64,2.9/5  realme 4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh BatteryUnisoc T610 Processor
219,"Realme 8 (Cyber Silver, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/71hOaVrz0eL._AC_UY218_.jpg,17900,https://www.amazon.in/dp/B0915Z9MW9,B0915Z9MW9,3.8/5,"₹18,999",Realme,Qualcomm Snapdragon 720G64 MP + 8 MP + 2 MP + 2 MP1080 x 2400 pixels6.5 inches (16.51 cm)5000 mAh,10k-20k,8.0,128,3.8/5 10k-20k Realme Qualcomm Snapdragon 720G64 MP + 8 MP + 2 MP + 2 MP1080 x 2400 pixels6.5 inches (16.51 cm)5000 mAh
220,MI 11X 5G (Cosmic Black 8GB RAM 128GB ROM | SD 870 | DisplayMate A+ rated E4 AMOLED),https://m.media-amazon.com/images/I/71VQXjN6R7S._AC_UY218_.jpg,28999,https://www.amazon.in/dp/B085J1DRPG,B085J1DRPG,4.0/5,"₹34,999",MI,"Processor: Qualcomm Snapdragon 870 5G with Kryo 585 Octa-core; 7nm process; Up to 3.2GHz clock speed; Liquidcool technologyCamera: 48 MP Triple Rear camera with 8MP Ultra-wide and 5MP Super macro | 20 MP Front cameraDisplay: 120Hz high refresh rate FHD+ (1080x2400) AMOLED Dot display; 16.9 centimeters (6.67 inch); 2.76mm ultra tiny punch hole; HDR 10+ support; 360Hz touch sampling, MEMC technologyBattery: 4520 mAH large battery with 33W fast charger in-box and Type-C connectivityHands-Free access to Alexa: Alexa on your phone lets you make phone calls, open apps, control smart home devices, access the library of Alexa skills, and more using just your voice while on-the-go. Download the Alexa app and complete hands-free setup to get started. Just ask - and Alexa will respond instantly",20k-30k,8.0,128,"4.0/5 20k-30k MI Processor: Qualcomm Snapdragon 870 5G with Kryo 585 Octa-core; 7nm process; Up to 3.2GHz clock speed; Liquidcool technologyCamera: 48 MP Triple Rear camera with 8MP Ultra-wide and 5MP Super macro | 20 MP Front cameraDisplay: 120Hz high refresh rate FHD+ (1080x2400) AMOLED Dot display; 16.9 centimeters (6.67 inch); 2.76mm ultra tiny punch hole; HDR 10+ support; 360Hz touch sampling, MEMC technologyBattery: 4520 mAH large battery with 33W fast charger in-box and Type-C connectivityHands-Free access to Alexa: Alexa on your phone lets you make phone calls, open apps, control smart home devices, access the library of Alexa skills, and more using just your voice while on-the-go. Download the Alexa app and complete hands-free setup to get started. Just ask - and Alexa will respond instantly"
221,"Realme XT (Pearl Blue, 128 GB) (8 GB RAM)",https://m.media-amazon.com/images/I/21w+FeRuYfL._AC_UY218_.jpg,18990,https://www.amazon.in/dp/B07YYHFMRW,B07YYHFMRW,3.2/5,"₹19,999",Realme,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display,4000 mAh Battery64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front CameraQualcomm 712 Processor,FHD+ Super AMOLED DisplayIn Display Fingerprint Sensor",10k-20k,0.0,8,"3.2/5 10k-20k Realme 8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display,4000 mAh Battery64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front CameraQualcomm 712 Processor,FHD+ Super AMOLED DisplayIn Display Fingerprint Sensor"
222,"realme 8i (Space Black, 4GB RAM, 64GB Storage), Medium",https://m.media-amazon.com/images/I/41SayBJQRYL._AC_UY218_.jpg,14290,https://www.amazon.in/dp/B09G6B9NL2,B09G6B9NL2,3.0/5,"₹15,999",realme,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G96 Processor,10k-20k,4.0,64,3.0/5 10k-20k realme 4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G96 Processor
223,Xiaomi 11 Lite NE 5G (Jazz Blue 6GB RAM 128 GB Storage) | SD 778G (12 5G Bands) | 10-bit AMOLED with Dolby Vision | 1500 Amazon Coupon | Upto 12 Months No Cost EMI,https://m.media-amazon.com/images/I/71XmlboxNZL._AC_UY218_.jpg,26999,https://www.amazon.in/dp/B09G38DT4B,B09G38DT4B,3.9/5,"₹31,999",Xiaomi,"Processor: 5G enabled Qualcomm Snapdragon 778G with Kryo 670 Octa-core; 6nm process; Up to 2.4GHz clock speed; Liquidcool technology, Support for 12 5G bandsCamera: 64 MP Triple Rear camera with 8MP Ultra-wide and 5MP Super macro | 20 MP Front cameraDisplay: 90Hz high refresh rate, 10-bit FHD+ OLED Dot display; 16.6 centimeters (6.55 inch); Dolby Vision supportElegant design that is just 6.81mm slim and 158gms light, makes it a thing of art to flaunt.Memory, Storage & SIM: 6GB LPDDR4X RAM | 128GB UFS 2.2 storageAlexa Hands-Free capable: Download the Alexa app on to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, using just your voice, while on-the-go. Just ask and Alexa will respond instantly.",20k-30k,6.0,125,"3.9/5 20k-30k Xiaomi Processor: 5G enabled Qualcomm Snapdragon 778G with Kryo 670 Octa-core; 6nm process; Up to 2.4GHz clock speed; Liquidcool technology, Support for 12 5G bandsCamera: 64 MP Triple Rear camera with 8MP Ultra-wide and 5MP Super macro | 20 MP Front cameraDisplay: 90Hz high refresh rate, 10-bit FHD+ OLED Dot display; 16.6 centimeters (6.55 inch); Dolby Vision supportElegant design that is just 6.81mm slim and 158gms light, makes it a thing of art to flaunt.Memory, Storage & SIM: 6GB LPDDR4X RAM | 128GB UFS 2.2 storageAlexa Hands-Free capable: Download the Alexa app on to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, using just your voice, while on-the-go. Just ask and Alexa will respond instantly."
224,"Tecno Camon 17 (Frost Silver, 6GB RAM, 128GB Storage)| 64MP Quad Camera | Professional Video| 6.8"" FHD",https://m.media-amazon.com/images/I/81rOhd8UU4L._AC_UY218_.jpg,13999,https://www.amazon.in/dp/B098SPF35L,B098SPF35L,3.8/5,"₹15,999",Tecno,"64MP AI Quad Camera 16MP Front Super Night Shot Professional Video Modes6.8""FHD+ display 180 Hz Touch Sampling RateSuperfast Helio G85 Gaming ProcessorBigger 128GB ROM and 6GB RAM5000mAh battery 18W Fast ChargerConnector type: USB Type C",10k-20k,6.0,128,"3.8/5 10k-20k Tecno 64MP AI Quad Camera 16MP Front Super Night Shot Professional Video Modes6.8""FHD+ display 180 Hz Touch Sampling RateSuperfast Helio G85 Gaming ProcessorBigger 128GB ROM and 6GB RAM5000mAh battery 18W Fast ChargerConnector type: USB Type C"
225,"(Renewed) Mi 10i 5G (Atlantic Blue, 6GB RAM, 128GB Storage) - 108MP Quad Camera | Snapdragon 750G Processor",https://m.media-amazon.com/images/I/61MEDbXqHpL._AC_UY218_.jpg,21499,https://www.amazon.in/dp/B08X7DBX1M,B08X7DBX1M,3.5/5,"₹24,999",Mi,"Camera: 108 MP Quad Rear camera with Ultra-wide and Macro modeProcessor: Octa-core Snapdragon 750G with 8nm process and support for next generation 5G NetworkDisplay: 16.9 centimeters (6.67-inch) FHD+ Full screen dot display with AdaptiveSync 120Hz refresh rateBattery: 4820 mAh large battery with 33W fast charger in-box and Type-C connectivityMemory, Storage & SIM: 6GB RAM | 128GB storage expandable up to 512GB with microSD card slot",20k-30k,6.0,128,"3.5/5 20k-30k Mi Camera: 108 MP Quad Rear camera with Ultra-wide and Macro modeProcessor: Octa-core Snapdragon 750G with 8nm process and support for next generation 5G NetworkDisplay: 16.9 centimeters (6.67-inch) FHD+ Full screen dot display with AdaptiveSync 120Hz refresh rateBattery: 4820 mAh large battery with 33W fast charger in-box and Type-C connectivityMemory, Storage & SIM: 6GB RAM | 128GB storage expandable up to 512GB with microSD card slot"
226,"Redmi 7A (Matte Blue, 2GB RAM, 32GB Storage)",https://m.media-amazon.com/images/I/71CyW7YCRaL._AC_UY218_.jpg,,https://www.amazon.in/dp/B07X3P1DR3,B07X3P1DR3,4.1/5,,Redmi,"12MP rear camera with large 1.25μm pixels | 5MP front camera ; 5V/1A charger included ; Built-in rechargeable battery ; Supports 10W charging ; Bluetooth 4.2V13.84 centimeters (5.45 inch) HD+ full screen display with 1440 x 720 pixels resolutionMemory, Storage & SIM: 2GB RAM | 32GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 operating system with 2.0Ghz Snapdragon 439 octa core processor with 12nm FinFET technology4000mAH lithium-polymer battery2 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also Includes: Power adapter, USB cable, SIM eject tool, warranty card and user guide",,2.0,32,"4.1/5  Redmi 12MP rear camera with large 1.25μm pixels | 5MP front camera ; 5V/1A charger included ; Built-in rechargeable battery ; Supports 10W charging ; Bluetooth 4.2V13.84 centimeters (5.45 inch) HD+ full screen display with 1440 x 720 pixels resolutionMemory, Storage & SIM: 2GB RAM | 32GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 operating system with 2.0Ghz Snapdragon 439 octa core processor with 12nm FinFET technology4000mAH lithium-polymer battery2 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also Includes: Power adapter, USB cable, SIM eject tool, warranty card and user guide"
227,"Redmi 9 Activ (Metallic Purple, 4GB RAM, 64GB Storage)",https://m.media-amazon.com/images/I/919IyPIfczL._AC_UY218_.jpg,8499,https://www.amazon.in/dp/B09GFNZT24,B09GFNZT24,4.2/5,"₹9,499",Redmi,"Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 4GB RAM | 64GB storage | Dual SIM (nano+nano) + Dedicated SD card slot",1k-10k,4.0,64,"4.2/5 1k-10k Redmi Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 4GB RAM | 64GB storage | Dual SIM (nano+nano) + Dedicated SD card slot"
228,"KECHAODA K115 with Dual Sim 1.44"" inch (Gold)",https://m.media-amazon.com/images/I/61zb-llp5fL._AC_UY218_.jpg,1099,https://www.amazon.in/dp/B07BNGM58W,B07BNGM58W,3.8/5,"₹1,499",KECHAODA,"dual sim dual standby multimedia:- mp3, mp4 bt-v2.1 version also fm radio sound recorder high energy polymer battery image viewer, video player audio player world clock, ebook reader, alarm fila manager, remote notifier & moreConnector type: Micro USBWireless communication technology: BluetoothOperating system: Symbian",1k-10k,0.0,0,"3.8/5 1k-10k KECHAODA dual sim dual standby multimedia:- mp3, mp4 bt-v2.1 version also fm radio sound recorder high energy polymer battery image viewer, video player audio player world clock, ebook reader, alarm fila manager, remote notifier & moreConnector type: Micro USBWireless communication technology: BluetoothOperating system: Symbian"
229,"MOTOROLA G60 (Dynamic Gray, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/61XEKgIjTzL._AC_UY218_.jpg,,https://www.amazon.in/dp/B098QND1DV,B098QND1DV,3.8/5,,MOTOROLA,"6 GB RAM | 128 GB ROM, Stock Android Experience17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh Battery, 120Hz Refresh RateQualcomm Snapdragon 732G Processor",,6.0,128,"3.8/5  MOTOROLA 6 GB RAM | 128 GB ROM, Stock Android Experience17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh Battery, 120Hz Refresh RateQualcomm Snapdragon 732G Processor"
230,"Samsung Galaxy A03s (Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/91PCzkdmUwL._AC_UY218_.jpg,11999,https://www.amazon.in/dp/B09C8FWW2H,B09C8FWW2H,3.8/5,"₹14,499",Samsung,"13MP+2MP+2MP Triple Camera- 13MP (F2.2) Main camera + Refined Macro Camera 2MP(F2.4)+Depth Camera 2MP(F2.4) | 5MP Selfie Camera (F2.2)16.55 centimeters (6.5-inch) 6.5” HD+ TFT - infinity v-cut display, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M coloursMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| Dual SIM (nano+nano) dual-standby (4G+4G)Android 11 One UI Core 3.1 (Octa Core 2.3GHz + 1.8 GHz) octa core processor5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",10k-20k,4.0,64,"3.8/5 10k-20k Samsung 13MP+2MP+2MP Triple Camera- 13MP (F2.2) Main camera + Refined Macro Camera 2MP(F2.4)+Depth Camera 2MP(F2.4) | 5MP Selfie Camera (F2.2)16.55 centimeters (6.5-inch) 6.5” HD+ TFT - infinity v-cut display, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M coloursMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| Dual SIM (nano+nano) dual-standby (4G+4G)Android 11 One UI Core 3.1 (Octa Core 2.3GHz + 1.8 GHz) octa core processor5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
231,"OPPO A12 (Deep Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/61EmQqhORpL._AC_UY218_.jpg,10580,https://www.amazon.in/dp/B08444XXJD,B08444XXJD,4.1/5,"₹11,990",OPPO,"13MP+2MP AI rear dual camera with filters, AI beautification, bokeh, HDR, dazzle color mode and 5MP front camera15.79 centimeters (6.2-inch) HD+ waterdrop screen display multi-touch capacitive touchscreen with 1520 x 720 pixels resolution, 270 ppi pixel density and 16M color supportMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)ColorOS 6.1 based on Android v9 operating system with 2.3GHz MediaTek Helio P35 octa core processor4230mAH lithium-polymer battery providing talk-time of 35 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: USB cable, adapter, sim tray ejecter, protective case, booklet with warranty card and quick guide",10k-20k,4.0,64,"4.1/5 10k-20k OPPO 13MP+2MP AI rear dual camera with filters, AI beautification, bokeh, HDR, dazzle color mode and 5MP front camera15.79 centimeters (6.2-inch) HD+ waterdrop screen display multi-touch capacitive touchscreen with 1520 x 720 pixels resolution, 270 ppi pixel density and 16M color supportMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)ColorOS 6.1 based on Android v9 operating system with 2.3GHz MediaTek Helio P35 octa core processor4230mAH lithium-polymer battery providing talk-time of 35 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: USB cable, adapter, sim tray ejecter, protective case, booklet with warranty card and quick guide"
232,"Poco X3 Pro(Steel Blue, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/31f1QZweeuL._AC_UY218_.jpg,18980,https://www.amazon.in/dp/B09DFQSSRG,B09DFQSSRG,4.7/5,"₹23,999",Poco,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 Processor,10k-20k,6.0,128,4.7/5 10k-20k Poco 6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 Processor
233,"Lenovo K8 Plus (Venom Black, 3GB RAM, 32GB Storage)",https://m.media-amazon.com/images/I/61XSwjJOvuL._AC_UY218_.jpg,7800,https://www.amazon.in/dp/B079JC4K7C,B079JC4K7C,3.9/5,"₹8,990",Lenovo,"Camera: 13+5 MP Dual rear camera | 8 MP front camera with party flashDisplay: 13.208 centimeters (5.2-inch) Full HD capacitive touchscreen display with 1920x1080 pixelsMemory, Storage & SIM: 3GB RAM | 32GB storage expandable up to 128GB | Dual nano SIM with dual standby (4G+4G)Operating System and Processor: Android v7.1.1 Nougat operating system with 2.5GHz MediaTek MTK Helio P25 octa core processorBattery: 4000 mAH lithium ion batteryWarranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseIncluded in box: 10W Rapid charger and USB Cable",1k-10k,3.0,32,"3.9/5 1k-10k Lenovo Camera: 13+5 MP Dual rear camera | 8 MP front camera with party flashDisplay: 13.208 centimeters (5.2-inch) Full HD capacitive touchscreen display with 1920x1080 pixelsMemory, Storage & SIM: 3GB RAM | 32GB storage expandable up to 128GB | Dual nano SIM with dual standby (4G+4G)Operating System and Processor: Android v7.1.1 Nougat operating system with 2.5GHz MediaTek MTK Helio P25 octa core processorBattery: 4000 mAH lithium ion batteryWarranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseIncluded in box: 10W Rapid charger and USB Cable"
